Order_Date,Region,Product_ID,Category,Sub_Category,Sales,Profit,Inventory_Days
2022-09-04,East,P00666,Electronics,Phones,59.61,6.55,251
2020-05-14,North,P00253,Furniture,Tables,79.11,-13.59,229
2023-09-04,East,P00137,Toys,Board Games,226.88,100.03,72
2021-12-31,West,P00349,Electronics,Phones,565.92,-169.63,136
2022-10-29,South,P00340,Toys,Puzzles,381.44,-98.16,119
2022-04-17,North,P00956,Electronics,Accessories,425.93,173.98,154
2021-08-04,East,P00177,Groceries,Vegetables,717.69,-139.12,71
2021-02-26,East,P00285,Electronics,Phones,881,49.1,358
2021-10-25,West,P00750,Toys,Puzzles,500.58,127.84,51
2020-05-18,East,P00599,Electronics,Laptops,747.7,-22.13,15
2021-04-22,North,P00159,Groceries,Beverages,619.77,255.75,112
2020-06-18,North,P00214,Groceries,Beverages,193.9,-7.26,98
2020-05-21,North,P00216,Electronics,Accessories,727.12,-170,56
2023-03-14,North,P00720,Toys,Puzzles,863.2,-117.92,260
2023-07-28,South,P00171,Furniture,Chairs,847.75,54.14,20
2021-03-05,South,P00925,Electronics,Laptops,201.11,30.14,10
2021-05-20,North,P00154,Groceries,Beverages,112.9,-29.31,202
2020-09-27,West,P00028,Furniture,Tables,721.72,66.45,46
2021-11-22,West,P00134,Toys,Puzzles,520.14,-120.05,159
2020-10-11,East,P00619,Groceries,Vegetables,834.9,353.02,111
2022-02-14,North,P00848,Groceries,Fruits,340.03,99.01,328
2022-04-14,West,P00600,Groceries,Vegetables,897.79,133.89,219
2022-06-15,North,P00109,Toys,Board Games,326.71,25.75,233
2020-07-31,North,P00949,Toys,Puzzles,436.68,122.7,139
2021-10-25,East,P00698,Groceries,Vegetables,212.44,-53.79,301
2022-07-01,South,P00888,Groceries,Beverages,666.86,69.96,149
2023-08-07,West,P00374,Toys,Puzzles,365.02,152.25,349
2020-08-08,North,P00178,Electronics,Laptops,481.46,-81.99,323
2021-11-03,North,P00305,Furniture,Beds,62.45,-14.82,262
2023-02-06,South,P00799,Furniture,Tables,377.13,111.87,145
2023-07-03,South,P00969,Electronics,Laptops,486.37,211.49,261
2022-08-01,West,P00195,Furniture,Beds,799.02,270.64,200
2023-11-15,North,P00902,Electronics,Phones,462.45,0,54
2020-05-01,South,P00143,Electronics,Phones,811.35,-122.61,363
2021-02-17,North,P00293,Groceries,Vegetables,192.11,45.99,16
2020-07-29,West,P00418,Groceries,Fruits,0,161.43,230
2020-04-24,South,P00366,Electronics,Accessories,109.17,46.83,27
2023-02-22,West,P00934,Furniture,Chairs,430.72,-5.12,221
2021-06-05,East,P00399,Groceries,Vegetables,200.86,-38.96,33
2020-12-24,North,P00148,Clothing,Pants,872.07,-40.69,13
2022-07-16,South,P00512,Furniture,Chairs,112.5,45.18,343
2020-01-11,North,P00136,Electronics,Phones,692.58,319.44,180
2021-12-15,North,P00947,Electronics,Phones,835.2,139.66,78
2020-07-18,West,P00299,Furniture,Chairs,436.87,6.21,250
2020-09-07,North,P00139,Electronics,Laptops,250.18,32,279
2020-07-21,West,P00705,Toys,Action Figures,454.25,177.35,317
2024-01-19,South,P00240,Electronics,Laptops,378.44,135.1,157
2021-06-21,West,P00220,Groceries,Beverages,13.33,0.06,308
2020-08-02,West,P00902,Electronics,Laptops,886.05,152.5,17
2022-12-22,East,P00481,Groceries,Fruits,133.63,0,0
2020-10-13,North,P00611,Electronics,Laptops,0,-42.67,228
2022-01-03,South,P00006,Toys,Board Games,667.58,118.93,358
2021-08-07,South,P00655,Toys,Puzzles,338,-100.51,198
2021-07-06,East,P00279,Electronics,Phones,541.88,-154.51,129
2023-04-20,South,P00219,Electronics,Phones,125.74,-22.21,1
2020-07-15,East,P00167,Toys,Puzzles,620.29,272.05,102
2023-06-03,East,P00825,Clothing,Shirts,508,33.02,99
2022-01-28,North,P00350,Electronics,Phones,837.23,3.78,247
2022-01-27,South,P00173,Toys,Board Games,75.18,-19.98,281
2022-09-05,South,P00095,Toys,Action Figures,946.08,-1.05,249
2023-09-01,North,P00474,Electronics,Accessories,650,162.29,319
2022-12-26,West,P00353,Electronics,Laptops,273.49,-53.72,56
2022-10-25,North,P00216,Toys,Puzzles,471.95,-14.45,348
2021-07-02,South,P00545,Furniture,Tables,544.58,7.66,78
2020-10-27,East,P00295,Electronics,Laptops,605.24,219.93,142
2020-01-23,East,P00886,Furniture,Chairs,557.63,-20.66,299
2022-05-20,West,P00174,Electronics,Phones,394.36,26.01,124
2020-02-01,South,P00122,Electronics,Phones,114.68,-32.18,7
2022-06-12,East,P00290,Clothing,Shoes,917.09,-122.76,352
2024-02-03,South,P00743,Electronics,Phones,285.18,27.05,309
2023-04-04,South,P00083,Furniture,Chairs,703.39,-139.84,128
2023-11-09,West,P00979,Furniture,Beds,770,179.21,107
2020-12-03,South,P00672,Groceries,Fruits,734.26,-117.8,342
2021-04-04,North,P00745,Clothing,Shoes,579.51,-37.01,293
2023-12-24,North,P00336,Furniture,Beds,533.23,135.19,53
2023-07-23,West,P00058,Electronics,Phones,258.54,-43.82,13
2021-07-06,South,P00190,Electronics,Accessories,379.96,49.1,0
2022-06-15,South,P00823,Electronics,Accessories,841.21,-172.3,98
2021-12-16,North,P00071,Electronics,Phones,899.67,240.49,281
2022-09-03,North,P00620,Furniture,Beds,89.9,43.76,97
2023-06-06,South,P00547,Clothing,Shirts,335.47,-76.05,261
2021-07-29,North,P00530,Clothing,Shoes,983.66,33.53,332
2021-03-01,North,P00204,Furniture,Beds,317.91,-1.63,190
2020-09-23,North,P00565,Furniture,Chairs,322.03,87.53,181
2020-02-20,South,P00673,Groceries,Vegetables,678.76,-43.01,202
2023-04-02,South,P00760,Groceries,Vegetables,333.46,-0.92,310
2022-11-10,West,P00150,Furniture,Tables,497.16,-47.4,66
2022-06-08,South,P00521,Furniture,Beds,371.69,150.11,288
2021-08-09,East,P00540,Electronics,Phones,431.82,156.26,153
2022-07-22,East,P00051,Groceries,Fruits,712.92,82.92,215
2022-04-10,West,P00064,Toys,Action Figures,593.15,147.42,127
2020-11-06,South,P00191,Toys,Board Games,626.46,-141.34,32
2023-03-04,East,P00485,Furniture,Chairs,576.55,-79.76,243
2021-10-10,East,P00170,Electronics,Accessories,557.18,90.69,81
2022-07-14,North,P00978,Groceries,Vegetables,651.13,272.74,167
2022-01-01,South,P00739,Furniture,Chairs,777.58,-129.06,12
2020-05-24,West,P00499,Electronics,Phones,502.28,-126.41,83
2023-12-02,South,P00840,Groceries,Fruits,636.02,188.6,325
2022-01-02,West,P00690,Electronics,Laptops,210.94,82.23,0
2022-04-18,East,P00238,Toys,Board Games,749.53,79.15,286
2020-12-06,South,P00943,Toys,Board Games,255.17,80.92,60
2021-06-25,South,P00325,Toys,Action Figures,838.84,102.77,229
2020-10-16,East,P00444,Electronics,Accessories,496.56,-71.1,280
2021-09-26,South,P00912,Toys,Puzzles,699,34.81,165
2021-07-03,West,P00521,Electronics,Accessories,545.66,-25.54,63
2022-10-09,North,P00693,Furniture,Tables,931.03,0,248
2021-05-31,East,P00447,Electronics,Phones,636.32,-190.37,28
2021-05-31,North,P00534,Toys,Action Figures,895.31,218.75,38
2020-10-09,North,P00256,Furniture,Beds,675.71,-61.5,53
2021-03-14,West,P00230,Clothing,Shoes,195.93,24.58,263
2022-10-17,North,P00787,Toys,Board Games,828.37,-68.85,256
2020-01-28,West,P00615,Electronics,Laptops,943.58,-107.71,8
2021-08-27,East,P00094,Toys,Action Figures,515.78,5.29,263
2021-02-20,North,P00918,Electronics,Phones,889.67,438.23,18
2021-01-15,North,P00917,Toys,Board Games,478.76,157.21,164
2022-05-25,North,P00263,Groceries,Fruits,703.97,-186.32,238
2021-10-09,West,P00058,Furniture,Tables,949.41,-13.65,0
2021-06-18,South,P00334,Electronics,Laptops,398.43,-42.7,55
2022-10-16,West,P00858,Toys,Action Figures,93.54,-12.86,126
2021-07-07,West,P00985,Toys,Puzzles,798.08,-234.28,66
2021-02-18,South,P00438,Clothing,Shirts,606.34,103.21,362
2022-12-20,West,P00456,Toys,Action Figures,736.31,329.02,7
2023-12-31,South,P00604,Clothing,Shoes,904.02,388.36,51
2022-02-24,West,P00024,Clothing,Shoes,729.31,-8.12,197
2022-02-10,West,P00499,Clothing,Shoes,93.85,34.97,138
2023-09-11,South,P00275,Groceries,Fruits,707.93,-165.72,153
2021-10-15,West,P00626,Clothing,Shoes,625.22,-97.83,143
2020-12-05,North,P00395,Furniture,Tables,180.9,-34.16,339
2021-10-12,North,P00364,Clothing,Shoes,490.76,225.74,256
2022-01-11,East,P00322,Groceries,Beverages,946.99,295.65,18
2023-05-01,South,P00986,Furniture,Beds,506.71,222.9,243
2020-06-10,East,P00603,Furniture,Tables,534.43,259.72,223
2021-06-09,North,P00464,Electronics,Laptops,277.2,116.73,99
2020-11-12,South,P00573,Groceries,Fruits,163.54,-47.07,274
2020-07-12,0,P00138,Clothing,Shoes,107.33,-22.29,295
2023-10-24,East,P00525,Clothing,Pants,277.83,56.37,53
2021-05-24,North,P00671,Clothing,Shoes,278.92,51.61,321
2023-09-13,East,P00163,Toys,Board Games,115.5,-22.6,36
2024-01-19,East,P00187,Furniture,Beds,96.77,4.41,55
2021-11-14,North,P00725,Toys,Puzzles,344.36,-50.34,32
2023-10-09,West,P00320,Electronics,Accessories,786.93,97.98,275
2022-08-24,North,P00587,Furniture,Chairs,266.77,-61.68,256
2022-06-09,North,P00165,Clothing,Shirts,844.04,-24.84,196
2020-11-20,East,P00592,Toys,Board Games,183.06,36.77,89
2020-08-24,North,P00308,Furniture,Beds,583.83,167.42,349
2021-07-30,West,P00374,Furniture,Tables,597.41,276.16,80
2022-05-18,North,P00365,Toys,Action Figures,909.74,418.6,219
2021-07-31,West,P00133,Clothing,Shirts,182.33,75.48,195
2023-05-22,East,P00733,Electronics,Accessories,740.24,250.15,300
2020-09-09,East,P00540,Toys,Action Figures,718.71,251.32,302
2020-02-28,East,P00071,Furniture,Beds,527.76,83.44,276
2021-07-14,South,P00525,Toys,Puzzles,991.38,-31.23,196
2022-10-11,East,P00479,Clothing,Shoes,384.72,97.76,132
2022-11-25,East,P00271,Electronics,Laptops,487.26,34.5,83
2023-06-18,North,P00759,Furniture,Beds,705.35,-135.25,273
2023-06-01,South,P00665,Furniture,Beds,800.96,141.32,185
2022-01-30,South,P00930,Clothing,Pants,878.43,27.62,159
2023-11-26,East,P00618,Groceries,Fruits,526.86,-76.25,159
2022-04-16,East,P00632,Toys,Puzzles,52.41,-3.95,266
2021-01-17,East,P00089,Electronics,Phones,95.46,27.74,37
2020-05-06,North,P00292,Groceries,Fruits,141.26,61.61,126
2022-08-07,South,P00070,Groceries,Vegetables,328.69,115.74,200
2023-11-06,South,P00179,Clothing,Shoes,870.31,270.35,243
2021-06-04,West,P00940,Electronics,Phones,928.95,391.05,317
2020-10-26,West,P00967,Electronics,Phones,99.11,5.32,314
2022-10-18,West,P00182,Electronics,Phones,538.47,161.53,79
2022-10-10,West,P00227,Electronics,Phones,333.91,-9.46,137
2023-12-22,West,P00254,Furniture,Beds,730.94,335.21,230
2023-07-31,West,P00669,Groceries,Fruits,244.28,112.13,337
2021-03-07,West,P00767,Clothing,Shirts,809.48,-118.87,55
2021-03-25,0,P00902,Furniture,Beds,67.27,-19.84,153
2024-01-23,0,P00140,Clothing,Pants,56.35,-3.21,342
2020-07-04,South,P00680,Clothing,Pants,0,276.86,311
2021-02-05,East,P00332,Toys,Puzzles,666.65,57.11,55
2023-05-24,West,P00161,Electronics,Laptops,961.6,-198.82,208
2023-10-22,North,P00811,Groceries,Vegetables,759.53,-89.92,275
2021-07-21,East,P00154,Clothing,Shirts,398.19,-97.24,61
2020-10-29,East,P00415,Clothing,Shoes,348.57,146.28,360
2020-06-10,South,P00088,Clothing,Shirts,289.99,-42.83,193
2021-12-12,North,P00974,Furniture,Chairs,249.3,-9.44,87
2022-09-06,East,P00221,Toys,Action Figures,957.46,374.44,339
2023-01-25,South,P00545,Clothing,Pants,121.56,12.06,233
2021-08-17,South,P00479,Furniture,Chairs,31.92,0,251
2020-09-11,West,P00677,Groceries,Fruits,668.99,72.19,38
2021-02-03,South,P00317,Electronics,Accessories,726.99,6.2,275
2023-01-17,North,P00508,Furniture,Beds,758.15,204.42,62
2022-10-07,South,P00033,Groceries,Fruits,243.4,101.19,142
2020-05-15,West,P00542,Clothing,Shirts,70.21,-5.44,310
2021-12-26,East,P00128,Furniture,Chairs,712.28,-48.85,161
2020-10-26,South,P00328,Electronics,Laptops,850.84,-50.61,296
2022-05-06,North,P00397,Clothing,Pants,203.76,22.99,68
2023-12-13,South,P00365,Furniture,Chairs,654.98,191.42,76
2021-04-23,West,P00565,Groceries,Vegetables,576.75,23.28,84
2020-09-12,North,P00780,Groceries,Beverages,660.44,274.99,355
2020-10-15,South,P00778,Groceries,Fruits,152.21,65.5,72
2020-02-13,West,P00453,Furniture,Beds,202.98,54.37,16
2023-08-23,North,P00432,Furniture,Chairs,748.16,238.23,338
2020-08-23,East,P00674,Furniture,Tables,950.44,-27.56,232
2021-05-30,East,P00876,Electronics,Laptops,643.27,20.96,189
2021-06-01,West,P00832,Toys,Board Games,565.73,129.45,32
2020-06-10,North,P00118,Toys,Puzzles,79.38,-5.04,346
2020-09-11,East,P00024,Groceries,Beverages,173.59,5.51,285
2023-05-12,South,P00506,Toys,Board Games,0,-47.91,353
2021-06-21,North,P00454,Groceries,Vegetables,0,323.11,70
2020-06-26,South,P00910,Groceries,Fruits,93.37,11.2,14
2021-12-27,North,P00570,Clothing,Shoes,25.56,-1.74,10
2022-03-16,East,P00649,Furniture,Beds,504.57,133.97,298
2020-06-21,West,P00492,Toys,Board Games,948.37,-231.33,348
2023-04-16,West,P00991,Groceries,Fruits,635.37,102.65,175
2022-07-05,East,P00528,Electronics,Accessories,126.53,57.84,193
2022-05-25,North,P00653,Groceries,Beverages,200.96,85.33,163
2020-09-10,0,P00097,Furniture,Beds,639.54,61.58,233
2022-07-16,East,P00111,Groceries,Fruits,630.1,-122.88,126
2020-03-24,East,P00474,Groceries,Beverages,769.68,123.38,286
2020-03-27,North,P00306,Clothing,Shirts,463.83,207.04,101
2023-09-10,North,P00181,Furniture,Beds,127.24,36.28,30
2022-10-09,West,P00228,Furniture,Beds,571.26,97.32,271
2020-06-24,East,P00357,Toys,Board Games,71.64,23.01,264
2021-04-27,West,P00530,Toys,Puzzles,363.78,93.37,303
2023-03-24,East,P00712,Groceries,Fruits,908.64,-175.63,133
2022-12-04,North,P00630,Groceries,Fruits,610.56,-92.45,93
2023-05-31,East,P00237,Groceries,Fruits,533.01,102.76,72
2020-02-22,North,P00963,Clothing,Pants,671.68,-34.76,73
2020-06-26,West,P00787,Furniture,Beds,833.55,-43.12,313
2021-02-01,North,P00621,Groceries,Vegetables,525.66,253.34,87
2020-12-01,West,P00782,Clothing,Pants,602.6,242.24,328
2020-02-16,West,P00037,Electronics,Laptops,182.11,17.17,82
2020-05-11,East,P00863,Electronics,Phones,925.57,-108.46,153
2021-08-15,South,P00379,Groceries,Fruits,251.11,2.37,211
2022-06-20,South,P00559,Groceries,Fruits,636.69,-58.64,252
2021-02-12,North,P00610,Clothing,Shirts,464.21,88.61,82
2020-11-22,North,P00091,Clothing,Pants,715.55,307.22,358
2021-06-18,East,P00679,Electronics,Phones,946.28,226.91,237
2023-03-09,East,P00748,Electronics,Laptops,373.14,-30.67,2
2023-04-21,West,P00554,Groceries,Vegetables,402.38,28.62,301
2022-03-03,East,P00933,Groceries,Beverages,848.26,416.51,239
2021-01-10,West,P00069,Electronics,Phones,435.44,209.94,274
2021-02-24,East,P00361,Toys,Board Games,593.27,99.01,130
2020-06-17,South,P00781,Clothing,Shoes,32.91,-1.56,130
2021-09-07,West,P00563,Electronics,Phones,442.02,14.32,20
2020-03-12,West,P00003,Furniture,Tables,972.61,95,90
2020-10-28,North,P00698,Electronics,Laptops,316.1,39.58,333
2022-07-13,West,P00650,Electronics,Phones,711.51,-190.43,47
2022-10-09,West,P00371,Furniture,Chairs,668.61,-1.67,34
2021-05-23,South,P01000,Toys,Action Figures,538.29,-116.07,289
2022-05-01,South,P00308,Clothing,Shirts,985.1,416.27,147
2023-01-25,West,P00224,Furniture,Tables,397.44,35.77,199
2022-08-04,West,P00054,Furniture,Chairs,869.03,-63.16,271
2021-02-03,West,P00649,Electronics,Laptops,674.28,120.32,23
2021-08-03,West,P00186,Clothing,Pants,607.46,-138.53,162
2021-07-01,East,P00077,Groceries,Beverages,248.31,-5.87,172
2023-11-08,West,P00293,Furniture,Beds,780.5,-57.87,114
2023-10-17,North,P00549,Electronics,Accessories,445.05,145.93,136
2020-05-08,North,P00075,Clothing,Shoes,863.72,170.55,70
2021-11-04,West,P00233,Furniture,Tables,898.89,17.41,24
2022-08-24,0,P00707,Groceries,Fruits,235.79,-57.53,339
2023-11-30,West,P00290,Groceries,Fruits,188.39,1.73,223
2023-02-22,East,P00802,Groceries,Fruits,839.13,324.47,286
2023-12-04,North,P00994,Toys,Action Figures,288.82,-83.34,11
2023-05-01,South,P00726,Electronics,Laptops,879.73,175.26,303
2020-03-31,East,P00972,Electronics,Accessories,389.21,-69.47,266
2024-02-08,East,P00609,Electronics,Accessories,938.36,303.38,96
2021-10-18,East,P00321,Groceries,Fruits,164.75,-10.91,243
2021-06-30,South,P00686,Furniture,Beds,130.23,-38.71,89
2021-01-29,South,P00088,Groceries,Fruits,311.81,-38.29,228
2021-05-01,West,P00574,Groceries,Vegetables,854.87,175.95,37
2022-12-14,South,P00720,Clothing,Pants,79.58,36.49,37
2020-05-05,West,P00107,Groceries,Beverages,387.38,71.19,146
2020-03-31,West,P00348,Clothing,Shirts,867.11,102.15,95
2021-05-18,West,P00991,Electronics,Phones,631.74,254.51,123
2021-10-14,East,P00054,Furniture,Tables,600.82,-10.06,325
2020-11-21,West,P00190,Furniture,Chairs,334.8,7.96,312
2022-12-31,0,P00984,Groceries,Vegetables,597.54,297.5,74
2020-07-08,South,P00837,Furniture,Chairs,150.57,57.92,120
2023-05-25,South,P00415,Clothing,Pants,610.93,47.79,93
2023-04-16,West,P00414,Electronics,Accessories,905.87,191.97,179
2021-12-27,South,P00871,Clothing,Shirts,763.94,222.34,60
2023-01-02,West,P00677,Clothing,Shoes,894.82,-85.09,270
2023-03-05,West,P00406,Toys,Puzzles,862.88,0,85
2020-08-17,East,P00765,Groceries,Fruits,815.78,93.59,340
2023-12-19,East,P00662,Groceries,Beverages,231.84,54.28,342
2023-07-14,North,P00787,Toys,Puzzles,711.65,93.57,12
2022-03-30,West,P00467,Clothing,Shirts,278.03,-78.14,31
2022-02-19,South,P00961,Furniture,Tables,300.36,67.25,328
2023-12-15,North,P00613,Groceries,Vegetables,898.5,176.94,111
2022-01-28,West,P00418,Toys,Puzzles,375.06,-47.88,145
2020-04-02,East,P00137,Clothing,Shoes,834.86,-34.36,239
2022-10-12,South,P00096,Groceries,Vegetables,286.15,131.43,115
2021-05-04,North,P00411,Groceries,Fruits,363.2,149.34,95
2021-04-23,West,P00874,Furniture,Beds,284.81,-1.61,262
2020-04-01,North,P00386,Clothing,Shoes,611.98,61.58,318
2022-01-19,East,P00486,Groceries,Vegetables,701.19,51.75,141
2020-06-29,South,P00390,Furniture,Chairs,0,-7.94,238
2023-07-25,North,P00954,Clothing,Shirts,599.59,112.27,59
2023-11-28,North,P00911,Toys,Puzzles,654.66,204.49,301
2021-07-11,East,P00425,Toys,Board Games,476.55,-142.27,213
2023-08-16,East,P00303,Furniture,Chairs,760.56,-207.64,289
2022-08-14,East,P00099,Clothing,Shirts,969.83,470.36,105
2023-10-18,South,P00156,Furniture,Tables,72.35,28.84,178
2023-07-18,South,P00744,Clothing,Pants,391.25,-82.08,338
2023-12-27,West,P00905,Groceries,Fruits,14.08,6.37,64
2020-08-07,South,P00131,Furniture,Tables,356.71,-29.76,302
2023-05-22,South,P00194,Toys,Puzzles,240.57,-21.36,73
2022-05-06,South,P00256,Electronics,Accessories,465.78,168.24,6
2020-10-30,East,P00128,Furniture,Tables,407.24,-60.01,296
2021-09-23,South,P00264,Electronics,Laptops,310.85,-12.75,267
2020-04-13,West,P00664,Toys,Action Figures,140.79,53.44,58
2023-10-01,West,P00463,Furniture,Beds,936.45,102.48,36
2022-04-19,East,P00637,Clothing,Pants,135.05,-3.25,131
2020-07-25,East,P00414,Groceries,Beverages,422.03,140.12,117
2023-06-11,West,P00403,Electronics,Phones,345.16,21.59,151
2023-08-15,West,P00150,Electronics,Phones,686.99,-172.14,95
2022-08-31,West,P00135,Electronics,Accessories,273.7,125.46,283
2021-06-20,East,P00514,Furniture,Tables,302.17,-3.35,281
2023-05-23,East,P00983,Electronics,Phones,272.75,-42.79,167
2021-05-26,South,P00966,Electronics,Accessories,579.16,252.52,3
2021-02-02,North,P00173,Electronics,Phones,349.19,-98.39,270
2023-05-07,West,P00254,Furniture,Chairs,863.39,-233.73,16
2022-06-01,West,P00158,Clothing,Pants,826.24,-190.67,16
2022-05-04,West,P00822,Electronics,Accessories,840.46,166.8,93
2022-12-10,West,P00893,Toys,Action Figures,762.37,-99.97,111
2024-01-31,North,P00996,Clothing,Pants,712.17,26.66,10
2022-12-14,East,P00288,Electronics,Accessories,562.86,-117.93,144
2021-01-31,South,P00317,Furniture,Chairs,663.03,-23.8,156
2023-05-31,North,P00184,Toys,Action Figures,252.33,69.89,24
2021-02-28,West,P00118,Electronics,Laptops,792.58,-151.1,40
2022-07-14,West,P00971,Groceries,Beverages,948.68,391.69,245
2023-06-12,South,P00649,Electronics,Accessories,438.76,24.5,82
2022-03-29,South,P00903,Electronics,Accessories,599.17,82.88,104
2020-08-28,North,P00456,Toys,Puzzles,556.27,17.19,33
2021-08-30,North,P00990,Groceries,Fruits,51.6,-12.61,12
2022-05-30,East,P00266,Clothing,Shoes,866.15,-194.85,269
2023-09-19,South,P00709,Groceries,Fruits,473.88,178.33,249
2023-08-30,West,P00439,Electronics,Laptops,575.31,48.29,4
2023-05-21,East,P00708,Furniture,Chairs,835.57,-139.82,36
2021-10-11,West,P00976,Toys,Puzzles,510.52,-21.11,328
2023-01-09,East,P00772,Electronics,Accessories,289.49,68.44,36
2023-01-31,North,P00722,Groceries,Fruits,221.65,-20.1,0
2022-09-07,East,P00694,Groceries,Beverages,155.73,16.67,272
2021-11-03,North,P00726,Clothing,Shirts,83.83,30.69,227
2024-01-01,South,P00091,Clothing,Pants,653.97,157.38,201
2021-05-06,West,P00846,Electronics,Phones,626.59,-114.23,270
2023-10-07,South,P00684,Furniture,Chairs,882.73,199.2,66
2024-01-15,East,P00093,Electronics,Phones,468.56,189.86,245
2022-09-03,East,P00363,Toys,Board Games,979.87,-201.05,357
2022-09-30,West,P00191,Groceries,Fruits,48.9,8.98,293
2022-12-08,West,P00130,Groceries,Vegetables,144.28,1.07,70
2022-08-14,North,P00953,Furniture,Beds,0,-101.87,260
2021-06-01,East,P00536,Furniture,Beds,443.85,153.27,139
2020-04-29,North,P00993,Furniture,Chairs,610.28,-85.15,330
2020-08-28,West,P00068,Furniture,Chairs,321.38,106.04,124
2020-07-29,North,P00298,Electronics,Accessories,859.35,74.72,324
2020-07-16,0,P00915,Electronics,Accessories,241.16,-52.95,316
2022-01-28,East,P00708,Clothing,Pants,782.27,316.91,80
2021-02-23,East,P00606,Clothing,Shoes,855.41,311.52,221
2023-01-20,East,P00893,Clothing,Shirts,792.22,258.76,327
2022-08-11,West,P00788,Furniture,Beds,410.9,-114.96,9
2023-04-05,East,P00139,Clothing,Pants,901.01,230.95,329
2020-10-19,North,P00245,Clothing,Shoes,493.58,-122.6,339
2020-05-22,East,P00540,Electronics,Laptops,973.84,-229.68,178
2021-04-29,North,P00803,Furniture,Beds,649.21,-98.57,310
2022-10-28,North,P00565,Clothing,Pants,262.03,0,265
2022-01-24,North,P00961,Clothing,Pants,660.64,327.38,106
2023-06-08,East,P00367,Furniture,Tables,875.16,262.07,130
2023-02-22,North,P00938,Clothing,Pants,170.19,43.22,115
2023-12-21,South,P00935,Clothing,Shirts,501.81,-34.04,139
2020-08-17,West,P00183,Groceries,Vegetables,995.82,122.15,350
2022-06-25,East,P00223,Clothing,Shoes,133.65,64.35,153
2021-09-11,North,P00984,Toys,Board Games,536.7,-37.07,285
2022-08-10,North,P00474,Toys,Board Games,302.99,-4.88,36
2021-08-24,North,P00448,Electronics,Laptops,213.89,8.33,294
2023-12-08,South,P00150,Clothing,Shoes,393.07,26.31,178
2023-10-02,West,P00097,Groceries,Beverages,710.46,292.3,120
2022-04-29,East,P00883,Electronics,Accessories,72.05,33.99,209
2022-02-01,South,P00418,Toys,Board Games,11.41,1.87,250
2023-10-23,West,P00194,Toys,Board Games,790.02,-215.34,107
2022-05-10,East,P00727,Toys,Action Figures,730.54,180.51,97
2023-12-09,East,P00646,Electronics,Accessories,487.26,-128.69,2
2023-04-01,South,P00673,Clothing,Shoes,255.38,-26.37,12
2022-03-01,West,P00405,Clothing,Pants,686.75,-150.31,233
2022-11-26,North,P00098,Clothing,Shoes,717.5,-4.38,95
2020-02-28,South,P00296,Furniture,Beds,545.92,182.98,147
2023-09-10,South,P00627,Toys,Action Figures,906.45,48.15,233
2023-11-07,South,P00453,Electronics,Accessories,592.67,-112.86,4
2022-02-13,East,P00384,Groceries,Beverages,714.99,-122.04,323
2022-09-13,South,P00164,Furniture,Chairs,600.23,272.45,95
2022-11-13,South,P00935,Electronics,Phones,54.01,3.66,150
2022-11-16,North,P00964,Clothing,Shirts,502.46,138.03,237
2020-01-13,South,P00425,Clothing,Pants,147.89,37.32,9
2023-05-24,South,P00152,Clothing,Pants,231.49,14.29,312
2021-02-14,South,P00514,Furniture,Beds,165.8,51.54,173
2023-05-17,North,P00123,Electronics,Laptops,0,96.78,327
2020-09-12,West,P00685,Clothing,Shoes,862.19,79.68,345
2023-06-27,West,P00924,Clothing,Pants,94.79,-14.89,219
2023-05-21,South,P00486,Toys,Board Games,918.23,24.55,176
2022-11-12,West,P00476,Electronics,Laptops,970.95,369.89,21
2023-11-17,South,P00811,Furniture,Chairs,964.39,242.52,363
2023-06-03,North,P00491,Clothing,Shoes,203.72,-36.3,117
2020-08-06,West,P00309,Clothing,Pants,154.69,56.27,78
2021-10-24,South,P00732,Toys,Board Games,799.84,-11.5,342
2021-07-17,North,P00954,Groceries,Fruits,906.09,185.99,145
2023-06-02,North,P00131,Clothing,Shoes,301.55,47.94,357
2022-06-10,North,P00341,Toys,Board Games,264.38,49.09,319
2022-01-10,West,P00539,Electronics,Phones,503.61,205.11,345
2022-10-13,North,P00641,Electronics,Phones,213.08,72.17,237
2022-04-26,South,P00187,Groceries,Fruits,38.8,17.26,23
2020-01-25,South,P00483,Electronics,Laptops,915.36,-22.23,207
2021-08-23,West,P00917,Electronics,Laptops,817.09,202.37,331
2020-01-24,East,P00070,Clothing,Shoes,508.27,155.6,188
2023-02-07,East,P00934,Furniture,Chairs,971.58,-18.55,77
2022-08-22,East,P00272,Electronics,Accessories,877.24,319.98,218
2021-03-12,West,P00908,Groceries,Fruits,357.44,-92.48,329
2023-02-09,North,P00424,Furniture,Chairs,421.19,131.55,95
2022-03-06,West,P00140,Electronics,Laptops,72.77,-4.44,0
2023-06-11,South,P00446,Groceries,Fruits,732.63,86.01,112
2023-09-16,North,P00557,Clothing,Shirts,648.53,-0.32,52
2023-08-04,East,P00672,Clothing,Pants,788.18,53.42,37
2022-09-07,East,P00225,Clothing,Shoes,147.22,13.17,177
2020-12-05,East,P00074,Toys,Board Games,755.64,361.07,105
2021-02-26,South,P00080,Clothing,Pants,542.72,-68.95,296
2022-04-12,North,P00835,Electronics,Accessories,192.94,23.69,327
2023-11-02,East,P00307,Groceries,Fruits,881.15,59.93,320
2022-04-13,West,P00709,Furniture,Chairs,676.62,-162.97,112
